row,col,lat,lon,LULC,SoilGroup,Elevation_m,Slope_mpm,DistRiver_m,DrainageDen_kmkm2,CN_AMCII,CN_Adj,PredRain_mm,Runoff_mm,FloodRiskIndex,RiskClass
13,6,6.4335,3.4764999999999997,Urban_Built,D,16.9,0.0383,304.7,3.814,92,83.45,0.0,0.0,0.39290580506980693,Very High
13,7,6.4335,3.4775,Grass_Shrub,A,16.9,0.0276,326.5,3.976,49,29.64,0.0,0.0,0.28344101290463003,Low
13,8,6.4335,3.4785000000000004,Urban_Built,C,14.01,0.0259,348.2,3.662,90,79.78,0.0,0.0,0.3906109328254513,Very High
13,9,6.4335,3.4795,Urban_Built,C,8.77,0.0319,370.0,3.791,90,79.78,0.0,0.0,0.39772380602943264,Very High
13,10,6.4335,3.4805,Urban_Built,B,11.6,0.0326,391.7,3.667,85,71.3,0.0,0.0,0.3606391682892733,High
13,11,6.4335,3.4815000000000005,Wetland,B,9.07,0.0436,413.5,3.518,74,55.51,0.0,0.0,0.29862150562678613,Moderate
13,12,6.4335,3.4825,Urban_Built,C,6.53,0.0261,435.3,3.492,90,79.78,0.0,0.0,0.3823446399213633,High
13,13,6.4335,3.4835000000000003,Wetland,A,2.09,0.0321,457.0,3.467,59,38.68,0.0,0.0,0.2761850450159223,Low
13,14,6.4335,3.4844999999999997,Urban_Built,D,1.0,0.028,478.8,4.015,92,83.45,0.0,0.0,0.42932098957060655,Very High
13,15,6.4335,3.4855,Urban_Built,C,1.0,0.0229,500.6,3.416,90,79.78,0.0,0.0,0.38405479046082397,High
13,16,6.4335,3.4865000000000004,Urban_Built,B,1.0,0.0281,522.3,3.391,85,71.3,0.0,0.0,0.3522730136709483,High
13,17,6.4335,3.4875,Urban_Built,D,1.0,0.0287,544.1,3.653,92,83.45,0.0,0.0,0.3972269547148423,Very High
13,18,6.4335,3.4885,Grass_Shrub,D,1.0,0.0132,565.9,3.34,84,69.71,0.0,0.0,0.36067675383331116,High
13,19,6.4335,3.4895000000000005,Cultivated,C,1.0,0.0215,587.6,3.757,85,71.3,0.0,0.0,0.37978593471675787,High
14,0,6.4345,3.4705000000000004,Cultivated,C,29.62,0.0417,282.9,3.67,85,71.3,0.0,0.0,0.32993319930942033,Moderate
14,1,6.4345,3.4715,Urban_Built,B,25.98,0.0429,304.7,3.645,85,71.3,0.0,0.0,0.33038891661015385,Moderate
14,2,6.4345,3.4725,Forest,C,24.96,0.0423,326.5,3.619,77,59.48,0.0,0.0,0.2997642884897192,Moderate
14,3,6.4345,3.4735000000000005,Wetland,B,23.59,0.0416,348.2,3.594,74,55.51,0.0,0.0,0.2892994740112861,Low
14,4,6.4345,3.4745,Urban_Built,A,21.44,0.035,370.0,3.568,77,59.48,0.0,0.0,0.30758057608417305,Moderate
14,5,6.4345,3.4755000000000003,Impervious_Road,D,21.05,0.0362,391.7,3.697,98,95.55,0.0,0.0,0.4023240244228934,Very High
14,6,6.4345,3.4764999999999997,Grass_Shrub,C,14.51,0.0413,413.5,3.928,79,62.25,0.0,0.0,0.3375374879046697,High
14,7,6.4345,3.4775,Urban_Built,B,17.54,0.0386,435.3,3.501,85,71.3,0.0,0.0,0.3272625577006399,Moderate
14,8,6.4345,3.4785000000000004,Cultivated,C,14.23,0.0395,457.0,3.521,85,71.3,0.0,0.0,0.33067185372285063,Moderate
14,9,6.4345,3.4795,Impervious_Road,C,13.19,0.0345,478.8,3.665,98,95.55,0.0,0.0,0.40667104555170125,Very High
14,10,6.4345,3.4805,Forest,B,7.51,0.0218,500.6,3.487,66,45.98,0.0,0.0,0.29636759214763503,Moderate
14,11,6.4345,3.4815000000000005,Urban_Built,C,1.24,0.0225,522.3,3.727,90,79.78,0.0,0.0,0.40333413457712897,Very High
14,12,6.4345,3.4825,Urban_Built,B,2.27,0.0347,544.1,3.365,85,71.3,0.0,0.0,0.33739204888645075,High
14,13,6.4345,3.4835000000000003,Urban_Built,D,5.98,0.0247,565.9,3.34,92,83.45,0.0,0.0,0.37098598497411567,High
14,14,6.4345,3.4844999999999997,Urban_Built,D,1.0,0.023,587.6,3.755,92,83.45,0.0,0.0,0.4076184901511929,Very High
14,15,6.4345,3.4855,Impervious_Road,D,1.0,0.0327,609.4,3.396,98,95.55,0.0,0.0,0.39772904859295644,Very High
14,16,6.4345,3.4865000000000004,Impervious_Road,D,1.0,0.0248,631.1,3.56,98,95.55,0.0,0.0,0.4174635013566231,Very High
14,17,6.4345,3.4875,Urban_Built,D,1.0,0.0141,652.9,3.238,92,83.45,0.0,0.0,0.3778739867001189,High
14,18,6.4345,3.4885,Urban_Built,B,1.0,0.0087,674.7,3.213,85,71.3,0.0,0.0,0.35131632458279194,High
14,19,6.4345,3.4895000000000005,Urban_Built,B,1.0,0.0168,696.4,3.699,85,71.3,0.0,0.0,0.3714869214698707,High
15,0,6.435500000000001,3.4705000000000004,Urban_Built,C,29.88,0.0429,392.4,3.775,90,79.78,0.0,0.0,0.3452616638710007,High
15,1,6.435500000000001,3.4715,Urban_Built,C,24.8,0.0416,413.5,3.571,90,79.78,0.0,0.0,0.33926365420737653,High
15,2,6.435500000000001,3.4725,Urban_Built,B,24.2,0.0334,435.3,3.492,85,71.3,0.0,0.0,0.32282557757646557,Moderate
15,3,6.435500000000001,3.4735000000000005,Urban_Built,D,21.05,0.0411,457.0,3.467,92,83.45,0.0,0.0,0.3437212337232693,High
15,4,6.435500000000001,3.4745,Grass_Shrub,B,23.9,0.0379,478.8,3.441,69,49.39,0.0,0.0,0.255408587439193,Low
15,5,6.435500000000001,3.4755000000000003,Urban_Built,B,19.06,0.045,500.6,3.456,85,71.3,0.0,0.0,0.3066790447625435,Moderate
15,6,6.435500000000001,3.4764999999999997,Urban_Built,C,18.84,0.0238,522.3,3.391,90,79.78,0.0,0.0,0.34998426215834044,High
15,7,6.435500000000001,3.4775,Cultivated,D,17.57,0.0309,544.1,3.365,89,78.01,0.0,0.0,0.3341916077794503,High
15,8,6.435500000000001,3.4785000000000004,Wetland,C,12.38,0.0303,565.9,3.34,80,63.68,0.0,0.0,0.3042226374730592,Moderate
15,9,6.435500000000001,3.4795,Urban_Built,B,10.41,0.0193,587.6,3.5,85,71.3,0.0,0.0,0.3498779942990143,High
15,10,6.435500000000001,3.4805,Urban_Built,C,10.61,0.0229,609.4,3.892,90,79.78,0.0,0.0,0.39028842250161333,Very High
15,11,6.435500000000001,3.4815000000000005,Urban_Built,D,3.18,0.0228,631.1,3.719,92,83.45,0.0,0.0,0.39761443488225706,Very High
15,12,6.435500000000001,3.4825,Grass_Shrub,C,4.92,0.0257,652.9,3.647,79,62.25,0.0,0.0,0.3314821491469789,Moderate
15,13,6.435500000000001,3.4835000000000003,Forest,C,1.0,0.0278,674.7,3.332,77,59.48,0.0,0.0,0.3045187170829021,Moderate
15,14,6.435500000000001,3.4844999999999997,Urban_Built,B,1.0,0.0219,696.4,3.187,85,71.3,0.0,0.0,0.32961148091856435,Moderate
15,15,6.435500000000001,3.4855,Impervious_Road,B,1.0,0.0265,718.2,3.162,98,95.55,0.0,0.0,0.37942191628624206,High
15,16,6.435500000000001,3.4865000000000004,Forest,B,1.0,0.0155,740.0,3.137,66,45.98,0.0,0.0,0.26804529142183964,Low
15,17,6.435500000000001,3.4875,Urban_Built,D,1.0,0.0236,761.7,3.111,92,83.45,0.0,0.0,0.34571087798765165,High
15,18,6.435500000000001,3.4885,Urban_Built,D,1.0,0.0187,783.5,3.086,92,83.45,0.0,0.0,0.3484708996155561,High
15,19,6.435500000000001,3.4895000000000005,Urban_Built,A,1.0,0.0064,805.3,3.164,77,59.48,0.0,0.0,0.3090807248289376,Moderate
16,0,6.4365000000000006,3.4705000000000004,Urban_Built,C,30.15,0.0365,502.5,3.414,90,79.78,0.0,0.0,0.31797622993126134,Moderate
16,1,6.4365000000000006,3.4715,Cultivated,C,28.84,0.0338,522.3,3.391,85,71.3,0.0,0.0,0.29930093280725534,Moderate
16,2,6.4365000000000006,3.4725,Urban_Built,D,24.5,0.0339,544.1,3.479,92,83.45,0.0,0.0,0.3400947411018,High
16,3,6.4365000000000006,3.4735000000000005,Urban_Built,C,23.23,0.0441,565.9,3.34,90,79.78,0.0,0.0,0.30770762592221934,Moderate
16,4,6.4365000000000006,3.4745,Cultivated,B,23.18,0.0279,587.6,3.314,78,60.85,0.0,0.0,0.2789994185026767,Low
16,5,6.4365000000000006,3.4755000000000003,Urban_Built,C,18.94,0.0327,609.4,3.289,90,79.78,0.0,0.0,0.3223049417897415,Moderate
16,6,6.4365000000000006,3.4764999999999997,Urban_Built,C,16.36,0.0329,631.1,3.264,90,79.78,0.0,0.0,0.3223946273878057,Moderate
16,7,6.4365000000000006,3.4775,Urban_Built,B,10.8,0.0329,652.9,3.238,85,71.3,0.0,0.0,0.3065906545606175,Moderate
16,8,6.4365000000000006,3.4785000000000004,Urban_Built,C,13.77,0.0359,674.7,3.271,90,79.78,0.0,0.0,0.3187643142645114,Moderate
16,9,6.4365000000000006,3.4795,Grass_Shrub,D,13.33,0.0306,696.4,3.511,84,69.71,0.0,0.0,0.3160462320499787,Moderate
16,10,6.4365000000000006,3.4805,Urban_Built,C,8.34,0.0274,718.2,3.247,90,79.78,0.0,0.0,0.3331512391359563,High
16,11,6.4365000000000006,3.4815000000000005,Forest,D,7.9,0.0263,740.0,3.137,83,68.16,0.0,0.0,0.29700910659685487,Moderate
16,12,6.4365000000000006,3.4825,Cultivated,D,1.0,0.0282,761.7,3.111,89,78.01,0.0,0.0,0.32607969920308233,Moderate
16,13,6.4365000000000006,3.4835000000000003,Urban_Built,C,4.09,0.0229,783.5,3.086,90,79.78,0.0,0.0,0.3287219078861121,Moderate
16,14,6.4365000000000006,3.4844999999999997,Forest,B,1.0,0.0206,805.3,3.061,66,45.98,0.0,0.0,0.24956818494757246,Low
16,15,6.4365000000000006,3.4855,Urban_Built,D,1.0,0.025,827.0,3.074,92,83.45,0.0,0.0,0.33488881131485243,High
16,16,6.4365000000000006,3.4865000000000004,Wetland,C,1.0,0.029,848.8,3.367,80,63.68,0.0,0.0,0.29858367913332684,Moderate
16,17,6.4365000000000006,3.4875,Urban_Built,C,1.0,0.0202,870.5,2.984,90,79.78,0.0,0.0,0.321883047934755,Moderate
16,18,6.4365000000000006,3.4885,Urban_Built,D,1.0,0.0198,892.3,2.959,92,83.45,0.0,0.0,0.3276344796990461,Moderate
16,19,6.4365000000000006,3.4895000000000005,Urban_Built,C,1.0,0.0126,914.1,2.934,90,79.78,0.0,0.0,0.32443657745828947,Moderate
17,0,6.4375,3.4705000000000004,Urban_Built,D,27.37,0.0449,613.0,3.285,92,83.45,0.0,0.0,0.30057430069749547,Moderate
17,1,6.4375,3.4715,Urban_Built,D,26.85,0.0368,631.1,3.526,92,83.45,0.0,0.0,0.32704086146597794,Moderate
17,2,6.4375,3.4725,Urban_Built,D,23.94,0.0293,652.9,3.238,92,83.45,0.0,0.0,0.3200625764094442,Moderate
17,3,6.4375,3.4735000000000005,Urban_Built,C,21.22,0.0469,674.7,3.213,90,79.78,0.0,0.0,0.2878484792526315,Low
17,4,6.4375,3.4745,Urban_Built,D,19.06,0.0345,696.4,3.187,92,83.45,0.0,0.0,0.31323592501258485,Moderate
17,5,6.4375,3.4755000000000003,Urban_Built,C,17.04,0.0338,718.2,3.47,90,79.78,0.0,0.0,0.32561296758824004,Moderate
17,6,6.4375,3.4764999999999997,Grass_Shrub,D,11.3,0.0345,740.0,3.137,84,69.71,0.0,0.0,0.2842475952589862,Low
17,7,6.4375,3.4775,Wetland,D,12.58,0.0274,761.7,3.293,82,66.64,0.0,0.0,0.2926961456083623,Moderate
17,8,6.4375,3.4785000000000004,Urban_Built,B,8.85,0.0254,783.5,3.663,85,71.3,0.0,0.0,0.3361170670708177,High
17,9,6.4375,3.4795,Urban_Built,B,7.67,0.0249,805.3,3.083,85,71.3,0.0,0.0,0.29692566437653317,Moderate
17,10,6.4375,3.4805,Impervious_Road,D,7.39,0.0252,827.0,3.035,98,95.55,0.0,0.0,0.3514273589354402,High
17,11,6.4375,3.4815000000000005,Urban_Built,C,2.61,0.0241,848.8,3.01,90,79.78,0.0,0.0,0.3179110726442469,Moderate
17,12,6.4375,3.4825,Urban_Built,B,6.2,0.0263,870.5,2.984,85,71.3,0.0,0.0,0.28426648897945433,Low
17,13,6.4375,3.4835000000000003,Impervious_Road,D,1.0,0.0241,892.3,2.959,98,95.55,0.0,0.0,0.35170476175799253,High
17,14,6.4375,3.4844999999999997,Urban_Built,C,1.0,0.018,914.1,2.934,90,79.78,0.0,0.0,0.3171551346608884,Moderate
17,15,6.4375,3.4855,Urban_Built,C,1.0,0.0313,935.8,2.908,90,79.78,0.0,0.0,0.2953154494633755,Moderate
17,16,6.4375,3.4865000000000004,Urban_Built,C,1.0,0.0156,957.6,2.883,90,79.78,0.0,0.0,0.31263835668608214,Moderate
17,17,6.4375,3.4875,Urban_Built,C,1.0,0.0217,979.4,2.857,90,79.78,0.0,0.0,0.3004974531636419,Moderate
17,18,6.4375,3.4885,Cultivated,B,1.0,0.014,1001.1,2.854,78,60.85,0.0,0.0,0.26181858184249157,Low
17,19,6.4375,3.4895000000000005,Urban_Built,C,1.0,0.0165,1022.9,2.807,90,79.78,0.0,0.0,0.2998245946097936,Moderate
18,0,6.438500000000001,3.4705000000000004,Urban_Built,C,30.77,0.0415,723.6,3.184,90,79.78,0.0,0.0,0.2728165506982121,Low
18,1,6.438500000000001,3.4715,Urban_Built,D,27.13,0.0423,740.0,3.469,92,83.45,0.0,0.0,0.30459109580664634,Moderate
18,2,6.438500000000001,3.4725,Urban_Built,B,25.68,0.0267,761.7,3.111,85,71.3,0.0,0.0,0.271393019721177,Low
18,3,6.438500000000001,3.4735000000000005,Urban_Built,D,17.85,0.0321,783.5,3.086,92,83.45,0.0,0.0,0.302992974244798,Moderate
18,4,6.438500000000001,3.4745,Urban_Built,D,18.56,0.0323,805.3,3.193,92,83.45,0.0,0.0,0.306744208193582,Moderate
18,5,6.438500000000001,3.4755000000000003,Impervious_Road,C,17.53,0.0216,827.0,3.178,98,95.55,0.0,0.0,0.34956233641917084,High
18,6,6.438500000000001,3.4764999999999997,Urban_Built,D,17.17,0.0202,848.8,3.01,92,83.45,0.0,0.0,0.3085450547636844,Moderate
18,7,6.438500000000001,3.4775,Urban_Built,C,13.49,0.0264,870.5,3.184,90,79.78,0.0,0.0,0.3068772325478453,Moderate
18,8,6.438500000000001,3.4785000000000004,Wetland,C,10.53,0.017,892.3,3.19,80,63.68,0.0,0.0,0.28289673549429756,Low
18,9,6.438500000000001,3.4795,Urban_Built,C,7.19,0.0296,914.1,3.192,90,79.78,0.0,0.0,0.30908048799639526,Moderate
18,10,6.438500000000001,3.4805,Wetland,D,6.4,0.0287,935.8,2.925,82,66.64,0.0,0.0,0.258763770062638,Low
18,11,6.438500000000001,3.4815000000000005,Urban_Built,C,5.91,0.0242,957.6,2.949,90,79.78,0.0,0.0,0.2975666302968612,Moderate
18,12,6.438500000000001,3.4825,Urban_Built,D,1.0,0.0196,979.4,2.861,92,83.45,0.0,0.0,0.3126618304527408,Moderate
18,13,6.438500000000001,3.4835000000000003,Urban_Built,D,1.0,0.0111,1001.1,2.842,92,83.45,0.0,0.0,0.32069609493420803,Moderate
18,14,6.438500000000001,3.4844999999999997,Impervious_Road,A,1.0,0.0168,1022.9,2.876,98,95.55,0.0,0.0,0.3430644148734502,High
18,15,6.438500000000001,3.4855,Urban_Built,B,1.0,0.0153,1044.7,2.781,85,71.3,0.0,0.0,0.2765945107397367,Low
18,16,6.438500000000001,3.4865000000000004,Grass_Shrub,B,1.0,0.0208,1066.4,2.756,69,49.39,0.0,0.0,0.21125667834930098,Low
18,17,6.438500000000001,3.4875,Urban_Built,D,1.0,0.017,1088.2,2.73,92,83.45,0.0,0.0,0.2965411213118946,Moderate
18,18,6.438500000000001,3.4885,Forest,C,1.0,0.0194,1109.9,2.705,77,59.48,0.0,0.0,0.2302983314896776,Low
18,19,6.438500000000001,3.4895000000000005,Cultivated,C,1.0,0.0046,1131.7,2.899,85,71.3,0.0,0.0,0.29055503282783307,Moderate
19,0,6.439500000000001,3.4705000000000004,Urban_Built,C,24.0,0.0399,834.3,3.453,90,79.78,0.0,0.0,0.29351611976105885,Moderate
19,1,6.439500000000001,3.4715,Cultivated,A,21.13,0.0363,848.8,3.01,67,47.09,0.0,0.0,0.19064049658532836,Low
19,2,6.439500000000001,3.4725,Cultivated,D,24.14,0.0389,870.5,2.984,89,78.01,0.0,0.0,0.25465766358496644,Low
19,3,6.439500000000001,3.4735000000000005,Impervious_Road,B,20.42,0.0296,892.3,2.959,98,95.55,0.0,0.0,0.31269881063426774,Moderate
19,4,6.439500000000001,3.4745,Urban_Built,B,16.7,0.0285,914.1,3.255,85,71.3,0.0,0.0,0.27846808926872707,Low
19,5,6.439500000000001,3.4755000000000003,Forest,A,17.99,0.0242,935.8,2.918,45,26.4,0.0,0.0,0.14616902667639736,Low
19,6,6.439500000000001,3.4764999999999997,Cultivated,D,15.52,0.0248,957.6,3.036,89,78.01,0.0,0.0,0.2827032387594334,Low
19,7,6.439500000000001,3.4775,Urban_Built,D,14.93,0.0123,979.4,2.857,92,83.45,0.0,0.0,0.29957251312970873,Moderate
19,8,6.439500000000001,3.4785000000000004,Impervious_Road,B,7.52,0.0208,1001.1,3.14,98,95.55,0.0,0.0,0.34724936834764236,High
19,9,6.439500000000001,3.4795,Grass_Shrub,C,8.24,0.019,1022.9,2.807,79,62.25,0.0,0.0,0.24140431256682013,Low
19,10,6.439500000000001,3.4805,Cultivated,C,7.71,0.0152,1044.7,2.781,85,71.3,0.0,0.0,0.2658144880000411,Low
19,11,6.439500000000001,3.4815000000000005,Forest,D,1.45,0.0305,1066.4,2.756,83,68.16,0.0,0.0,0.24377820666336542,Low
19,12,6.439500000000001,3.4825,Grass_Shrub,B,1.0,0.0149,1088.2,2.759,69,49.39,0.0,0.0,0.21727909700127881,Low
19,13,6.439500000000001,3.4835000000000003,Impervious_Road,D,1.0,0.011,1109.9,2.705,98,95.55,0.0,0.0,0.3306626765176088,Moderate
19,14,6.439500000000001,3.4844999999999997,Urban_Built,B,1.85,0.019,1131.7,2.753,85,71.3,0.0,0.0,0.25977514672648805,Low
19,15,6.439500000000001,3.4855,Urban_Built,D,1.0,0.0124,1153.5,2.927,92,83.45,0.0,0.0,0.30980496505570004,Moderate
19,16,6.439500000000001,3.4865000000000004,Wetland,C,1.0,0.0171,1175.2,2.629,80,63.68,0.0,0.0,0.23216706588007624,Low
19,17,6.439500000000001,3.4875,Urban_Built,B,1.0,0.0174,1197.0,2.675,85,71.3,0.0,0.0,0.25157836792272115,Low
19,18,6.439500000000001,3.4885,Urban_Built,C,1.0,0.0126,1218.8,2.578,90,79.78,0.0,0.0,0.27021449308877943,Low
19,19,6.439500000000001,3.4895000000000005,Urban_Built,C,1.0,0.0163,1240.5,2.553,90,79.78,0.0,0.0,0.26138795157561845,Low
